########################
Run # 0
########################
p0: 3    Mating Event #: 0
p0: 3    Mating Event #: 20000
########################
Run # 1
########################
p0: 10    Mating Event #: 0
p0: 10    Mating Event #: 20000
########################
Run # 2
########################
p0: 77    Mating Event #: 0
p0: 77    Mating Event #: 20000
########################
Run # 3
########################
p0: 89    Mating Event #: 0
p0: 89    Mating Event #: 20000
########################
Run # 4
########################
p0: 312    Mating Event #: 0
p0: 312    Mating Event #: 20000
########################
Run # 5
########################
p0: 338    Mating Event #: 0
p0: 338    Mating Event #: 20000
########################
Run # 6
########################
p0: 49    Mating Event #: 0
p0: 49    Mating Event #: 20000
########################
Run # 7
########################
p0: 244    Mating Event #: 0
p0: 244    Mating Event #: 20000
########################
Run # 8
########################
p0: 391    Mating Event #: 0
p0: 391    Mating Event #: 20000
########################
Run # 9
########################
p0: 5    Mating Event #: 0
p0: 5    Mating Event #: 20000
########################
Run # 10
########################
p0: 499    Mating Event #: 0
p0: 499    Mating Event #: 20000
########################
Run # 11
########################
p0: 160    Mating Event #: 0
p0: 160    Mating Event #: 20000
########################
Run # 12
########################
p0: 220    Mating Event #: 0
p0: 220    Mating Event #: 20000
########################
Run # 13
########################
p0: 102    Mating Event #: 0
p0: 102    Mating Event #: 20000
########################
Run # 14
########################
p0: 71    Mating Event #: 0
p0: 71    Mating Event #: 20000
########################
Run # 15
########################
p0: 191    Mating Event #: 0
p0: 191    Mating Event #: 20000
########################
Run # 16
########################
p0: 223    Mating Event #: 0
p0: 223    Mating Event #: 20000
########################
Run # 17
########################
p0: 200    Mating Event #: 0
p0: 200    Mating Event #: 20000
########################
Run # 18
########################
p0: 238    Mating Event #: 0
p0: 238    Mating Event #: 20000
########################
Run # 19
########################
p0: 156    Mating Event #: 0
p0: 156    Mating Event #: 20000
########################
Run # 20
########################
p0: 354    Mating Event #: 0
p0: 354    Mating Event #: 20000
########################
Run # 21
########################
p0: 56    Mating Event #: 0
p0: 56    Mating Event #: 20000
########################
Run # 22
########################
p0: 178    Mating Event #: 0
p0: 178    Mating Event #: 20000
########################
Run # 23
########################
p0: 231    Mating Event #: 0
p0: 231    Mating Event #: 20000
########################
Run # 24
########################
p0: 9    Mating Event #: 0
p0: 9    Mating Event #: 20000
########################
Run # 25
########################
p0: 410    Mating Event #: 0
p0: 410    Mating Event #: 20000
########################
Run # 26
########################
p0: 294    Mating Event #: 0
p0: 294    Mating Event #: 20000
########################
Run # 27
########################
p0: 220    Mating Event #: 0
p0: 220    Mating Event #: 20000
########################
Run # 28
########################
p0: 499    Mating Event #: 0
p0: 499    Mating Event #: 20000
########################
Run # 29
########################
p0: 160    Mating Event #: 0
p0: 160    Mating Event #: 20000
